text,is_true
"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""",0
"Even during a period of long term warming, there are short periods of cooling due to climate variability.",1
Short term cooling over the last few years is largely due to a strong La Nina phase in the Pacific Ocean and a prolonged solar minimum.,1
"The sun was warming up then, but the sun hasn’t been warming since 1970.",0
The IPCC blames human emissions of carbon dioxide for the last  warming.,1
Greenhouse gases have been the main contributor of warming since 1970.,1
"Furthermore, it is physically incorrect to state that the planet is simply ""recovering"" from the Little Ice Age.",1
"There are a number of forcings which affect climate (eg - stratospheric aerosols, solar variations).",1
"When all forcings are combined, they show good correlation to global temperature throughout the 20th century including the mid-century cooling period.",0
The main reason behind this mid-century cooling was global dimming due to anthropogenic sulfate aerosol emissions.,1
"""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.",0
"""The killer proof that CO2 does not drive climate is to be found during the Ordovician- Silurian and the Jurassic-Cretaceous periods when CO2 levels were greater than 4000 ppmv (parts per million by volume) and about 2000 ppmv respectively.",0
"When CO2 levels were higher in the past, solar levels were also lower.",0
"""Of the rise in temperature during the 20th century, the bulk occurred from 1900 to 1940.",0
"That drop in temperature came after what was described in the National Geographic as 'six decades of abnormal warmth'.""",0
Early 20th century warming was in large part due to rising solar activity and relatively quiet volcanic activity.,1
"Volcanoes have been relatively frequent and if anything, have exerted a cooling effect.",1
"While natural forcings can account for much of the early 20th Century warming, humans played a role as well.",0
"""Satellite measurements indicate an absence of significant global warming since 1979, the very period that human carbon dioxide emissions have been increasing rapidly.",0
Warming trends agree well with surface temperatures and model predictions except near the Poles.,1
The global dimming trend reversed around 1990 - 15 years after the global warming trend began in the mid 1970's.,1
(Kerr 2007) points out that the sunlight-reflecting haze that cools much of the planet seems to have thinned over the past decade or so.,1
The warm and cool regions roughly balance each other out with little impact on global temperature.,0
"""Britain's big freeze is the start of a worldwide trend towards colder weather that seriously challenges global warming theories, eminent scientists claimed yesterday.",0
"The world has entered a 'cold mode' which is likely to bring a global dip in temperatures which will last for 20 to 30 years, they say.",0
"A natural cycle requires a forcing, and no known forcing exists that fits the fingerprints of observed warming - except anthropogenic greenhouse gases.",1
"The minute increase of anthropogenic CO2 in the atmosphere (0.008%) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.""",0
The El Nino Southern Oscillation shows close correlation to global temperatures over the short term.,1
"However, it is unable to explain the long term warming trend over the past few decades.",0
"""Three Australasian researchers have shown that natural forces are the dominant influence on climate, in a study just published in the highly-regarded Journal of Geophysical Research.",0
Mount Kilimanjaro's shrinking glacier is complicated and not due to just global warming.,1
There is ample evidence that Earth's average temperature has increased in the past 100 years and the decline of mid- and high-latitude glaciers is a major piece of evidence.,0
'Gore claims the snowcap atop Africa's Mt. Kilimanjaro is shrinking and that global warming is to blame.,1
"Without the forests' humidity, previously moisture-laden winds blew dry.",0
"First, they concur with the believers that the Earth has been warming since the end of a Little Ice Age around 1850.",0
"Believers think the warming is man-made, while the skeptics believe the warming is natural and contributions from man are minimal and certainly not potentially catastrophic à la Al Gore.'",1
"The human fingerprint in global warming is evident in multiple lines of empirical evidence - in satellite measurements of outgoing infrared radiation, in surface measurements of downward infrared radiation, in the cooling stratosphere and other metrics.",1
Fundamental physics and global climate models both make testable predictions as to how the global climate should change in response to anthropogenic warming.,1
"The IPCC confirms that computer modeling predicts the existence of a tropical, mid-troposphere “hot spot” about 10km above the Earth’s surface.",1
"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.",1
"In 1905, PDO switched to a warm phase.",0
"In 1946, PDO switched to a cool phase.",1
"In 1977, PDO switched to a warm phase.",1
"When the PDO last switched to a cool phase, global temperatures were about 0.4C cooler than currently.",0
The long term warming trend indicates the total energy in the Earth's climate system is increasing due to an energy imbalance.,0
"According to the second law of  thermodynamics such a planetary machine can never exist.""",0
The atmosphere of the Earth is less able to absorb shortwave radiation from the Sun than thermal radiation coming from the surface.,1
"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature.",1
"This is called the ""atmospheric greenhouse effect"", and without it the Earth's surface would be much colder.",1
"Glaciers are in rapid retreat worldwide, despite 1 error in 1 paragraph in a 3000 page IPCC report.",1
"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",1
"But the central message of the IPCC AR4, is confirmed by the peer reviewed literature.",0
Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.,1
"""[T]he influence of  so-called greenhouse gases on near-surface temperature - is not yet  absolutely proven.",0
"In other words, there is as yet no incontrovertible  proof either of the greenhouse effect, or its connection with alleged  global warming.",0
"The statement that so-called greenhouse gases,  especially CO2, contribute to near-surface atmospheric warming is in  glaring contradiction to well-known physical laws relating to gas and  vapour, as well as to general caloric theory.'",0
"The modelers confused cause and effect, thereby getting the feedback in the wrong direction.""",0
"""Many people think the science of climate change is settled.",0
"The geologic record provides us with abundant evidence for such perpetual natural climate variability, from icecaps reaching almost to the equator to none at all, even at the poles.",1
"The climate debate is, in reality, about a 1.6 watts per square metre or 0.5 per cent discrepancy in the poorly known planetary energy balance.""",0
Different areas of science are understood with varying degrees of certainty.,1
"For example, we have a lower understanding of the effect of aerosols while we have a high understanding of the warming effect of carbon dioxide.",0
Poorly understood aspects of climate change do not change the fact that a great deal of climate science is well understood.,1
"In the 11,400 years since the end of the last Ice Age, sea  level has risen at an average of 4 feet/century, though it is now rising  much more slowly because very nearly all of the land-based ice that is  at low enough latitudes and altitudes to melt has long since gone.""",0
Observed sea levels are actually tracking at the upper range of the IPCC projections.,1
"When accelerating ice loss from Greenland and Antarctica are factored into sea level projections, the estimated sea level rise by 2100 is between 75cm to 2 metres.",0
This small warming is  likely a result of the natural alterations in global ocean currents  which are driven by ocean salinity variations.,1
Human kind has little or nothing to do with the recent temperature changes.,0
"""The IPCC also made false predictions on the Amazon rain forests, referenced to a non peer-reviewed paper produced by an advocacy group working with the WWF.",1
The IPCC statement on Amazon rain forests is correct.,1
"The error was incorrect citation, failing to mention the peer-reviewed papers where the data came from.",0
On a world scale coral reefs are in decline.,1
Over the last 30-40 years 80% of coral in the Caribbean have been destroyed and 50% in Indonesia and the Pacific.,1
"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",0
"Over the past 250 years, humans have added just one part of CO2 in 10,000 to the atmosphere.",0
Volcanoes emit around 0.3 billion tonnes of CO2 per year.,0
"""Each unit of CO2 you put into the atmosphere has less and less of a warming impact.",0
"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",0
"If the CO2 effect was saturated, adding more CO2 should add no additional greenhouse effect.",1
"However, satellite and surface measurements observe an enhanced greenhouse effect at the wavelengths that CO2 absorb energy.",1
This argument originates from Angstrom's work in 1901.,0
We now know that the planetary energy balance is determined by the upper levels of the troposphere and that the saturation of the absorption at the central frequency does not preclude the possibility to absorb more energy.,0
"""A July 6, 2007 study published in the journal Science about Greenland by an international team of scientists found DNA “evidence that suggests the frozen shield covering the immense island survived the Earth’s last period of global warming,” according to a Boston Globe Article.  ...",0
"[T]he study indicates “Greenland’s ice may be less susceptible to the massive meltdown predicted by computer models of climate change, the main author ... said in an interview. ...",0
Small amounts of very active substances can cause large effects.,0
"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!",0
"If the public were aware that man-made CO2 is so incredibly small there would be very little belief in a climate disaster ...""",0
"While methane is a more potent greenhouse gas than CO2, there is over 200 times more CO2 in the atmosphere.",1
"""A United Nations report has identified the world's  rapidly growing herds of cattle as the greatest threat to the climate,  forests and wildlife. ...",0
"...Livestock are responsible for 18 per cent of the  greenhouse gases that cause global warming, more than cars, planes and  all other forms of transport put together.",1
"Burning fuel to produce fertiliser to grow feed, to  produce meat and to transport it - and clearing vegetation for grazing -  produces 9 per cent of all emissions of carbon dioxide, the most common  greenhouse gas.",1
"And their wind and manure emit more than one third of  emissions of another, methane, which warms the world 20 times faster  than carbon dioxide.",0
Individual carbon dioxide molecules have a short life time of around 5 years in the atmosphere.,0
The final amount of extra CO2 that remains in the atmosphere stays there on a time scale of centuries.,1
[T]he overwhelming majority of peer-reviewed studies  [find] that CO2 in the atmosphere remained there a short time.,1
CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend.,1
"""The Keeling curve, which is widely used to show the increase in CO2 emissions, is based on data from the top of Mount Mauna Loa in Hawaii.",1
To claim that humidity is decreasing requires you ignore a multitude of independent reanalyses that all show increasing humidity.,0
It fails to explain how we can have short-term positive feedback and long-term negative feedback.,0
"""...the largest of all the positive or temperature-amplifying feedbacks in  the UN’s arsenal is the water-vapor feedback.",1
"(2009) have demonstrated recently  – the upper troposphere (the only place where adding CO2 to the  atmosphere could make any difference to temperature) is considerably  drier than the models are tuned to expect.""",0
Neptune's orbit is 164 years so observations (1950 to present day) span less than a third of a Neptunian year.,1
"""A new storm and a new red spot on Jupiter hints at climate change, USA TODAY and dozens of other sources explained yesterday.",1
The temperatures are expected to change by as much as 10 Fahrenheit degrees at different places of the globe.,0
"At least close to the new spot and to the equator, nothing less than global warming is expected""",0
Jupiter's climate change is due to shifts in internal turbulence fueled from an internal heat source - the planet radiates twice as much energy as it receives from the sun.,1
"In a paper published online this week in the Journal of Geophysical Research-Atmosphere, economics professor Ross McKitrick says the resulting discrepancies may be leading to an overstatement of the role of greenhouse gases in the atmosphere.",0
"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",1
"""Mike's Nature trick"" has nothing to do with ""hide the decline"", instead refering to a technique by Michael Mann to plot instrumental temperature along with past reconstructions.",1
The decline in tree-ring growth is openly discussed in papers and IPCC reports.,1
The divergence of tree-ring proxies from temperatures after 1960 is openly discussed in the peer-reviewed literature and the last two IPCC assessment reports.,1
"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",1
Current CO2 levels are the highest in 15 million years.,0
"""...there is the contention by Wolfgang Knorr of the Department of Earth Sciences at the University of Bristol in England that carbon dioxide levels in the atmosphere are about where they were 160 years ago."" (as quoted by Ken Ward Jr.)",0
Warming causes more moisture in the air which leads to more extreme precipitation events.,1
"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",1
"Meanwhile, it will likely to continue to snow in Chicago in the coming days.",0
"There have long been claims that some unspecificed ""they"" has ""changed the name from 'global warming' to 'climate change'"".",0
They changed the name from “global warming” to “climate change” after the term global warming just wasn’t working (it was too cold)!,0
Measurements of carbon isotopes and falling oxygen in the atmosphere show that rising carbon dioxide is due to the burning of fossil fuels and cannot be coming from the ocean.,1
"""The solubility of carbon dioxide in water is listed in the Handbook of Chemistry and Physics as a declining function of temperature. ...",0
The IPCC’s predicted equilibrium warming path bears no relation to the far lesser rate of “global warming” that has been observed in the 21st century to date.,0
"It seems scientists have noticed recently that quite a few planets in our solar system seem to be heating up a bit, including Pluto.""",0
Pluto's climate change over the last 14 years is likely a seasonal event.,1
Pluto experiences drastic season changes due to an elliptical orbit (that takes 250 Earth years).,0
There are a myriad of other radiative forcings that affect the planet's energy imbalance.,1
"Volcanoes, solar variations, clouds, methane, aerosols - these all change the way energy enters and/or leaves our climate.",1
"While there are many drivers of climate, CO2 is the most dominant radiative forcing and is increasing faster than any other forcing.",1
The Independent Climate Change Email Review investigated the CRU scientists' actions relating to peer review.,1
The Review concluded that CRU's actions were normal and did not threaten the integrity of peer review.,1
"While it's true that any single country's CO2 emissions reductions will make little difference, only if every nation agrees to limit CO2 emissions can we achieve significant cuts on a global scale.",1
Australia accounts for 1.5 per cent of global carbon emissions.,0
Monckton appears to have cherry-picked temperature data from a few stations.,0
The full data for latitudes 64-90°N reveal the Arctic is warmer today than in 1940.,1
"When you account for the effects which are not reflected in the market price of fossil fuels, like air pollution and health impacts, the true cost of coal and other fossil fuels is higher than the cost of most renewable energy technologies.",1
[Wind energy] is a more expensive way of producing energy than the alternative.,0
"'Antarctic sea ice set a new record in October 2007, as photographs distributed by the National Oceanic and Atmospheric Administration showed penguins and other cold-weather creatures able to stand farther north on Southern Hemisphere sea ice than has ever been recorded.",0
The news of expanding Antarctic sea ice stole headlines from global warming alarmists who asserted Arctic sea ice had reached its lowest extent since 1979.',1
"The result did suggest the sea level  was increasing in the western Pacific, but this was offset by a drop in  the level near the Alaskan coast.",1
"“Our analyses do not indicate  acceleration in sea level in U.S. tide gauge records during the 20th  century,” the study’s authors concluded.",0
Humans are emitting 26 gigatonnes of CO2 into the atmosphere.,0
89 percent of the stations fail to meet the National Weather Service’s own siting requirements that stations must be 30 metres away from an artificial heating or radiating/reflecting heat source.,0
A number of independent studies using near-global satellite data find positive feedback and high climate sensitivity.,1
"It appears, for the entire tropics, the observed outgoing radiation fluxes increase with the increase in sea surface temperatures (SSTs).",1
The observed behavior of radiation fluxes implies negative feedback processes associated with relatively low climate sensitivity.,0
"When you read Phil Jones' actual words, you see he's saying there is a warming trend",1
"'Phil Jones said that for the past 15 years there has been no ""statistically significant"" warming.",0
"""a [cloudcover] change in the Tropics could lead to a negative feedback in the global climate, with a feedback factor of about –1.1, which if correct, would more than cancel all the positive feedbacks in the more sensitive current climate models"" (Lindzen et al.",0
Dropped stations show more warming than kept stations.,1
"Two American researchers allege that U.S. government scientists have  skewed global temperature trends by ignoring readings from thousands of  local weather stations around the world, particularly those in colder  altitudes and more northerly latitudes, such as Canada.",1
Dropped weather stations actually show a slightly warmer trend compared to kept stations.,0
"There is no way for us to prevent the world’s CO2 emissions    from doubling by 2100""",0
"The argument that solving the global warming problem by reducing human greenhouse gas emissions is ""too hard"" generally stems from the belief that (i) our technology is not sufficiently advanced to achieve significant emissions reductions,",0
"However, studies have determined that current technology is sufficient to reduce greenhouse gas emissions the necessary amount, and that we can do so without significant impact on the economy.",1
"""There are many urgent priorities that need the attention of Congress, and it is not for me as an invited guest in your country to say what they are.",0
Global warming is an increasingly urgent problem.,1
One more decade of business as usual will make this impossible.,0
The long term trend from albedo is of cooling.,1
"""Earth’s Albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in Earth’s albedo leading up to a lull in 1997.",1
"The most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",1
The long term trend from albedo is that of cooling.,1
"Tree-ring proxy reconstructions are reliable before 1960, tracking closely with the instrumental record and other independent proxies.",0
"Actual reconstructions ""diverge"" from the instrumental series in the last part of 20th century.",0
"For instance, in the original hockey stick (ending 1980) the last 30-40 years of data points slightly downwards.",0
"Europe and Asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.",1
The United States has been restricting soot emissions  in Draconian fashion since the Clean Air Act of 1963.,0
"""NASA satellite data from the years 2000 through 2011 show the Earth's atmosphere is allowing far more heat to be released into space than alarmist computer models have predicted, reports a new study in the peer-reviewed science journal Remote Sensing.",0
"The study indicates far less future global warming will occur than United Nations computer models have predicted, and supports prior studies indicating increases in atmospheric carbon dioxide trap far less heat than alarmists have claimed.",0
"A subsequent study by Dessler (2011) found that Spencer's paper was not a test of climate sensitivity or feedbacks, and his assumptions do not match empirical observational data.",0
Hansen's 1988 results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,0
"'On June 23, 1988, NASA scientist James Hansen testified before the House of Representatives that there was a strong ""cause and effect relationship"" between observed temperatures and human emissions into the atmosphere.",1
"At that time, Hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in Congress.",1
That model predicted that global temperature between 1988 and 1997 would rise by 0.45°C (Figure 1).,0
But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,0
"Had he used the currently accepted value of approximately 3°C warming for a doubling of atmospheric CO2, Hansen would have correctly projected the ensuing global warming.",1
"Global brightening is caused by changes in cloud cover, reflective aerosols and absorbing aerosols.",0
"While changes in cloud cover & aerosols lead to more sunlight hitting the surface, this can be compensated by the cooling effect on the atmosphere due to fewer clouds trapping less warmth and fewer absorbing aerosols absorbing less sunlight.",0
"satellites confirmed measurements from ground stations show a considerable, and naturally-occurring, global brightening from 1983-2001 (Pinker et al., 2005).",1
Elementary radiative-transfer calculations demonstrate that a natural surface global brightening amounting to ~1.9 Wm–2 over the 18-year period of study would be expected – using the IPCC’s own methodology – to have caused a transient warming of 1 K (1.8 F°).,0
"When we do the calculations and include all radiative forcings and the amount of heat being absorbed by the oceans, it shows that the Earth has warmed almost exactly as much as we would expect.",0
"Arctic sea ice loss is three times greater than Antarctic sea ice gain, and the amount of solar energy absorbed by the Earth is increasing as a result.",1
"When the internal variability is removed from the temperature record, what we find is nearly monotonic, accelerating warming throughout the 20th Century.",0
The motions of the massive oceans where heat is moved between deep layers and the surface provides variability on time scales from years to centuries.,1
"In fact, the authors go on to estimate climate sensitivity from their findings, calculate a value between 2.3 to 4.1°C.",0
"A new peer-reviewed study on Surface Warming and the Solar Cycle found that times of high solar activity are on average 0.2°C warmer than times of low solar activity, and that there is a polar amplification of the warming.",0
"The Petition Project features over 31,000 scientists signing the petition stating ""there is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth's atmosphere"".",0
"The 30,000 scientists and science graduates listed on the OISM petition represent a tiny fraction (0.3%) of all science graduates.",0
"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",0
"The fact that so many studies on climate change don't bother to endorse the consensus position is significant because scientists have largely moved from what's causing global warming onto discussing details of the problem (eg - how fast, how soon, impacts, etc).",1
Klaus-Martin Schulte examined all papers published from 2004 to February 2007.,0
A drop of volcanic activity in the early 20th century may have had a warming effect.,0
"However, volcanoes have had very little impact on the last 40 years of global warming.",0
"When stomata-derived CO2 (red) is compared to ice core-derived CO2 (blue), the stomata generally show much more variability in the atmospheric CO2 level and often show levels much higher than the ice cores.",1
"Arctic summer sea ice has shrunk by an area equal to Western Australia, and might be all gone in a decade.",0
"Thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",0
"In fact, the rate of increase from September onward is the fastest rate of change on record, either upwards or downwards.",0
"The data is being reported by the University of Illinois's Arctic Climate Research Center, and is derived from satellite observations of the Northern and Southern hemisphere polar regions (Daily Tech).",1
"Ice mass loss is occuring at an accelerated rate in Greenland, Antarctica and globally from inland glaciers.",1
Arctic sea ice is also falling at an accelerated rate.,1
The exception to this ice loss is Antarctic sea ice which has been growing despite the warming Southern Ocean.,1
"Together, these two unaltered [sea level] datasets indicate that global mean sea level trend has remained stable over the entire period 1992-2007, altogether eliminating the apparent 3.2 mm/year rate of sea-level rise arising from the “adjusted” data.",0
The claim sea level isn’t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data.,1
"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",1
"""by the 2001 [IPCC] climate assessment...the Medieval Warm Period had been ingeniously wiped out.",1
The Ozone Layer stops UV radiation from entering our atmosphere.,1
"At present, climate forecasts even as little as six weeks ahead can be diametrically the opposite of what actually occurs, even if the forecasts are limited to a small region of the planet.'",0
"Weather is chaotic because air is light, it has low friction and viscosity, it expands strongly when in contact with hot surfaces and it conducts heat poorly.",1
The Independent Climate Change Email Review found the CRU scientists were unhelpful and unsympathetic to information requesters and at times broke FoI laws.,1
Skeptics who oppose scientific findings that threaten their world view are far closer to Galileo's belief-based critics in the Catholic Church.,1
"""I mean, it - I mean - and I tell somebody, I said, just because you have a group of scientists that have stood up and said here is the fact, Galileo got outvoted for a spell"" (Texas Governor Rick Perry)",1
"Claims that the IPCC does not accurately represent the views and findings of the scientists, on whose work the IPCC reports are based, are not supported by the facts.",0
"Ironically, it's those who are mispresenting Hulme's paper that are the ones being misleading.",1
"'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.",0
Science entitled The Scientific Consensus on Climate Change (Oreskes 2004).,1
Benny Peiser conducted a search of peer-reviewed literature on the ISI Web of Science database between 1993 and 2003.,0
"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",1
"Numerous case studies on both regional and global scales have determined that renewable energy, if properly implemented, can provide baseload power.",1
"Trenberth's views are clarified in the paper ""An imperative for climate change planning: tracking Earth's global energy"".",1
" As it happens, the writer of that October 2009 e-mail—Kevin Trenberth, a lead author of the warmist bible, the 2007 Intergovernmental Panel on Climate Change (IPCC) report—told Congress two years ago that evidence for manmade warming is ""unequivocal.",1
"He claimed ""the planet is running a ’fever’ and the prognosis is that it is apt to get much worse.""",0
"But Trenberth’s ""lack of warming at the moment"" has been going on at least a decade.",1
Heat is continuing to build up in the subsurface ocean.,0
Wu et al (2010) use a new method to calculate ice sheet mass balance.,0
"""Rapid loss of ice-mass from the glaciers of Greenland and Antarctica are  cited as proof positive of global warming's onslaught.",1
"The latest  measurements involve the use of satellite gravimetry, estimating  the mass of terrain beneath by detecting slight changes in gravity as a  satellite passes overhead.",1
But gravity measurements of ice-mass loss are  complicated by glacial isostatic adjustments—compensation for the rise or fall of the underlying crustal material.,1
A new article in Nature Geoscience  describes an innovative approach employed to derive ice-mass changes  from GRACE data.,0
The report suggests significantly smaller overall  ice-mass losses than previous estimates.,0
"Though CRU neglected to provide an exact list of temperature stations, it could not have hid or tampered with data.",0
"""So  recently the media picked up on the fact that CRU deleted the raw data for this  important global temperature set long ago.",0
The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,0
Maximum warming occurs over the surface during winter while less surface warming is found in summer when heat is being used to melt sea ice.,1
The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.,1
temperature under the ice is fixed at -2C.  Thus elevated winter   air temperatures,0
"Whatever is driving increases in winter Arctic temperatures   is not heat coming out of the Arctic Ocean, which is covered with   insulating ice.'",0
"""Pollution; none of us are supporting putting substances into the  atmosphere or the waterways that might be pollutants, but carbon dioxide  is not a pollutant.",0
If Senator Wong was really serious about her  science she would stop breathing because you inhale air that's got 385  parts per million carbon dioxide in it,0
Temperature errors in the Great Lakes region are not incorporated in any of the global mean temperature records.,0
"""Global warming data apparently cooked by U.S. government-funded body  shows astounding temperature fraud with increases averaging 10 to 15  degrees Fahrenheit.",0
"The tax-payer funded National Oceanic and Atmospheric Administration  (NOAA) has become mired in fresh global warming data scandal involving  numbers for the Great Lakes region that substantially ramp up averages.""",0
Soares looks at short-term trends which are swamped by natural variations.,0
The long-term correlation between CO2 and temperature is well established.,0
CO2 changes are closely related to temperature.,1
"Warmer seasons or triennial phases are followed by an atmosphere that is rich in CO2, reflecting the gas solving or exsolving from water, and not photosynthesis activity.",1
"Claims have recently surfaced in the blogosphere that an increasing number of scientists are warning of an imminent global cooling, some even going so far as to call it a ""growing consensus"".",0
"""The climate of this planet oscillates between periods of approximately  30 years of warming followed by approximately 30 years of cooling.",0
"Rather than 100 years of unprecedented global warming as predicted by  IPCC, the global temperatures have leveled off and we seem to be heading  for cooler weather.""",0
"It’s usually taken to be the fact that as carbon dioxide concentrations in the atmosphere increase, the 1 per cent of CO2 that’s the heavier carbon isotope ratio c13 declines in proportion.",0
But that conclusion holds true only if there are no other sources of c12 increases which are not human caused.,0
Various independent measurements of solar activity all confirm the sun has shown a slight cooling trend since 1978.,1
There is no single continuous satellite measurement of Total Solar Irradiance (TSI).,0
The two most cited composites are PMOD and ACRIM.,0
"In particular, PMOD alters the data from the Nimbus7/ERB record from 1989 to 1991.",0
"Even if the warming were as big as the IPCC imagines, it would not be as dangerous as Mr. Brown suggests.",0
Cooks ’97% consensus’ disproven by a new peer,0
"When CO2 emissions are compared directly to CO2 levels, there is a strong correlation in the long term trends.",1
"Over the three years from 1979 to 1982 when CO2 emissions were decreasing due to the rapid increase in the price of oil that drastically reduced consumption, there was no change in the rate of increase in atmospheric concentration of CO2 proving that humans were not the primary source for the increase in concentration.'",0
The contribution of waste heat to the global climate is 0.028 W/m2.,1
"""Global warming is mostly due to heat production by human industry since the 1800s, from nuclear power and fossil fuels, better termed hydrocarbons, – coal, oil, natural gas.",1
"Also, it's not yet clear whether changes in stratospheric water vapor are caused by a climate feedback or internal variability",0
"According to the study, as carbon levels have risen, the cold air at high altitudes over the tropics has actually grown colder.",1
"The lower temperatures at this ""coldest point"" have caused global water vapor levels to drop, even as carbon levels rise.",0
"Water vapor helps trap heat, and is a far the strongest of the major greenhouse gases, contributing 36–72 percent of the greenhouse effect.",1
"Thus rather than a ""doomsday"" cycle of runaway warming, Mother Earth appears surprisingly tolerant of carbon, decreasing atmospheric levels of water vapor -- a more effective greenhouse gas -- to compensate.",0
Statistical analysis of the rate of warming over different periods find that warming from 1970 to 2001 is greater than the warming from both 1860 to 1880 and 1910 to 1940.,1
"Despite the logarithmic relationship between CO2 and surface temperatures, atmospheric CO2 levels are rising so fast that unless we dramatically decrease our emissions, global warming will accelerate over the 21st Century.",1
"As a result, the planet as a whole is becoming less reflective and absorbing more sunlight, which is accelerating global warming.",1
"While preventing global warming is relatively cheap, economists can't even accurately estimate the accelerating costs of climate damages if we continue with business-as-usual.",0
"Yet the cost of doing something will likely be higher than 6 per cent of GDP"" (Bjorn Lomborg)",0
The measurements of the amount of CO2 made at the Mauna Loa Observatory are accurate and uncontaminated by any emissions from the volcano.,1
'Mauna Loa has been producing a readout which supports Manning's predetermined goal by showing steady growth in atmospheric CO2 concentrations since 1959.,1
The trend in CO2 at Mauna Loa is practically identical to the global trend because CO2 mixes well throughout the atmosphere.,0
"The influence of the volcano is easily spotted and removed, together with other even more important spurious influences.",0
Venus is not hot because of a runaway greenhouse.,0
"""The solar system oscillates with a 60-year cycle due to the Jupiter/Saturn three-synodic cycle and to a Jupiter/Saturn beat tidal cycle...",0
"About 60% of the warming observed from 1970 to 2000 was very likely caused by the above natural 60-year climatic cycle during its warming phase"" (Loehle and Scafetta)",0
There seems to be evidence for a link between solar activity and water levels.,0
"However, more direct comparisons between solar activity and global temperature finds that  as the sun grew hotter or cooler, Earth's climate followed it with a 10 year lag - presumably due to the dampening effect of the ocean.",0
"Also found was that the correlation between solar activity and global temperatures ended around 1975, hence recent warming must have some other cause than solar variations.",1
A South African paper has found a 21 year cycle synchronous with the solar cycle (Alexander 2007).,0
"Some of the regions in which  GRACE claims ice loss in East Antarctica average colder than -30°C  during the summer, and never, ever get above freezing.",0
"Unlike the simple example of positive feedback we learned in high school, the increase from every round of feedback gets smaller and smaller, in the case of the enhanced greenhouse effect.",0
"Consequently, CO2 levels at around 1,000 to 2,300 ppm were actually low enough to promote glaciation in the southern continent of Gondwana.",1
"Since rock weathering reduces atmospheric CO2, this again reinforces the scientific fact that CO2 is a strong driver of climate.",0
"Clearly, other factors besides atmospheric carbon influence earth temperatures and global warming.""",1
"Hocker is claiming that his model shows that the long-term upward trend in CO2 is explained by temperature, when his methods actually removed the long-term trend.",1
"Thousands of coral atolls have ""drowned"" in the past when they were unable to grow fast enough to maintain a presence at sea level",1
There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,1
The clearest of these is simple accounting - humans are emitting CO2 at a rate twice as fast as the atmospheric increase (natural sinks are absorbing the other half).,1
There is no question whatsoever that the CO2 increase is human-caused.,1
"that atmospheric CO2 increase that we observe is a product of temperature  increase, and not the other way around, meaning it is a product of  natural variation...",0
